ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
221905_at	5.60e-02	1.80e-02	2.450601	-3.9214515	0.6030869	CYLD	CYLD lysine 63 deubiquitinase
209845_at	5.60e-02	1.80e-02	2.450585	-3.9214863	0.4302384	MKRN1	makorin ring finger protein 1
205362_s_at	5.60e-02	1.80e-02	-2.450418	-3.9218518	-0.457461	PFDN4	prefoldin subunit 4
204966_at	5.61e-02	1.80e-02	-2.449646	-3.9235407	-0.9922615	ADGRB2	adhesion G protein-coupled receptor B2
219834_at	5.61e-02	1.80e-02	2.449568	-3.923712	0.5220747	CARF	calcium responsive transcription factor
209872_s_at	5.61e-02	1.80e-02	2.449519	-3.9238193	0.9646327	PKP3	plakophilin 3
211012_s_at	5.61e-02	1.80e-02	-2.449511	-3.9238378	-1.2752303	PML	promyelocytic leukemia
205100_at	5.62e-02	1.81e-02	-2.448205	-3.9266963	-0.7513973	GFPT2	glutamine-fructose-6-phosphate transaminase 2
211795_s_at	5.62e-02	1.81e-02	-2.448194	-3.9267198	-0.9408617	FYB	FYN binding protein
202905_x_at	5.62e-02	1.81e-02	-2.448138	-3.9268425	-0.5749346	NBN	nibrin
205306_x_at	5.63e-02	1.81e-02	-2.447957	-3.9272383	-0.4440735	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
212146_at	5.64e-02	1.81e-02	2.447241	-3.9288046	0.4311093	PLEKHM2	pleckstrin homology and RUN domain containing M2
219400_at	5.65e-02	1.82e-02	2.44631	-3.9308413	0.9158542	CNTNAP1	contactin associated protein 1
202357_s_at	5.65e-02	1.82e-02	-2.446291	-3.9308815	-0.7559333	CFB	complement factor B
213024_at	5.65e-02	1.82e-02	2.446179	-3.931128	0.5549296	TMF1	TATA element modulatory factor 1
214755_at	5.65e-02	1.82e-02	-2.446148	-3.9311959	-0.9073509	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
202695_s_at	5.65e-02	1.82e-02	-2.446026	-3.9314613	-0.4923584	STK17A	serine/threonine kinase 17a
206281_at	5.65e-02	1.82e-02	2.445955	-3.931617	0.5653238	ADCYAP1	adenylate cyclase activating polypeptide 1
204975_at	5.65e-02	1.82e-02	2.445476	-3.9326647	0.8785241	EMP2	epithelial membrane protein 2
219154_at	5.66e-02	1.82e-02	-2.444969	-3.9337723	-0.8162528	TMEM120B	transmembrane protein 120B
204038_s_at	5.66e-02	1.82e-02	2.44477	-3.9342067	0.4009202	LPAR1	lysophosphatidic acid receptor 1
204507_s_at	5.66e-02	1.82e-02	-2.444764	-3.9342212	-0.448592	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
220394_at	5.66e-02	1.82e-02	2.444644	-3.9344819	1.10541	FGF20	fibroblast growth factor 20
200662_s_at	5.67e-02	1.83e-02	-2.444102	-3.9356673	-0.6516844	TOMM20	translocase of outer mitochondrial membrane 20
219093_at	5.67e-02	1.83e-02	2.444063	-3.9357525	0.9295291	PID1	phosphotyrosine interaction domain containing 1
218484_at	5.67e-02	1.83e-02	2.44389	-3.9361309	1.613006	NDUFA4L2	NDUFA4, mitochondrial complex associated like 2
206112_at	5.67e-02	1.83e-02	-2.443673	-3.9366043	-1.1179614	ANKRD7	ankyrin repeat domain 7
205840_x_at	5.68e-02	1.83e-02	2.443413	-3.9371737	0.7723338	GH1	growth hormone 1
217760_at	5.68e-02	1.83e-02	-2.443403	-3.9371944	-0.5620754	TRIM44	tripartite motif containing 44
210102_at	5.68e-02	1.83e-02	2.443274	-3.9374773	0.6995029	VWA5A	von Willebrand factor A domain containing 5A
AFFX-HSAC07/X00351_3_at	5.68e-02	1.83e-02	2.442931	-3.9382259	0.3569524	ACTB	actin beta
202888_s_at	5.68e-02	1.83e-02	-2.442847	-3.9384105	-0.6074818	ANPEP	alanyl aminopeptidase, membrane
32259_at	5.69e-02	1.84e-02	2.441861	-3.940562	0.520045	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit
220958_at	5.69e-02	1.84e-02	2.44185	-3.9405869	0.7932641	ULK4	unc-51 like kinase 4
217607_x_at	5.70e-02	1.84e-02	2.441562	-3.9412156	0.9380584	EIF4G2	eukaryotic translation initiation factor 4 gamma 2
219188_s_at	5.71e-02	1.84e-02	2.440696	-3.9431075	0.5390549	MACROD1	MACRO domain containing 1
222294_s_at	5.71e-02	1.84e-02	2.44066	-3.9431848	0.5319216	RAB27A	RAB27A, member RAS oncogene family
216101_at	5.71e-02	1.84e-02	-2.440353	-3.9438544	-0.706391		
214318_s_at	5.71e-02	1.85e-02	2.44014	-3.9443195	0.8949575	FRY	FRY microtubule binding protein
207718_x_at	5.71e-02	1.85e-02	2.440083	-3.9444442	0.6101675	CYP2A7	cytochrome P450 family 2 subfamily A member 7
201907_x_at	5.72e-02	1.85e-02	-2.439739	-3.9451948	-0.798266	DVL3	dishevelled segment polarity protein 3
216348_at	5.72e-02	1.85e-02	2.43967	-3.9453469	0.5078411		
213262_at	5.72e-02	1.85e-02	-2.439215	-3.9463384	-0.6731632	SACS	sacsin molecular chaperone
211560_s_at	5.72e-02	1.85e-02	2.43901	-3.9467865	0.4762871	ALAS2	5'-aminolevulinate synthase 2
209310_s_at	5.72e-02	1.85e-02	2.438969	-3.9468757	0.721644	CASP4	caspase 4
214840_at	5.73e-02	1.85e-02	2.438744	-3.947367	0.5145756	TOM1L2	target of myb1 like 2 membrane trafficking protein
219121_s_at	5.73e-02	1.85e-02	2.438723	-3.9474126	0.7293784	ESRP1	epithelial splicing regulatory protein 1
210615_at	5.73e-02	1.85e-02	-2.438593	-3.9476965	-0.7313201	NRP1	neuropilin 1
208656_s_at	5.73e-02	1.85e-02	2.438218	-3.9485138	0.674849	CCNI	cyclin I
202415_s_at	5.73e-02	1.85e-02	-2.438177	-3.9486039	-0.6470021	HSPBP1	HSPA (Hsp70) binding protein 1
214083_at	5.73e-02	1.85e-02	2.438159	-3.9486419	0.711196	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
217838_s_at	5.73e-02	1.85e-02	-2.438094	-3.9487841	-0.462791	EVL	Enah/Vasp-like
206043_s_at	5.73e-02	1.86e-02	-2.437915	-3.9491751	-0.8352352	ATP2C2	ATPase secretory pathway Ca2+ transporting 2
211505_s_at	5.75e-02	1.86e-02	-2.436762	-3.951689	-0.3466524	STAU1	staufen double-stranded RNA binding protein 1
221250_s_at	5.75e-02	1.86e-02	2.436753	-3.951708	0.6847337	MXD3	MAX dimerization protein 3
205836_s_at	5.75e-02	1.86e-02	2.436652	-3.9519275	0.4061624	YTHDC2	YTH domain containing 2
217804_s_at	5.75e-02	1.86e-02	-2.436557	-3.9521366	-0.4816479	ILF3	interleukin enhancer binding factor 3
212778_at	5.75e-02	1.86e-02	-2.436344	-3.9525993	-0.6665655	PACS2	phosphofurin acidic cluster sorting protein 2
217827_s_at	5.75e-02	1.86e-02	-2.436128	-3.9530698	-0.3932285	SPG21	spastic paraplegia 21 (autosomal recessive, Mast syndrome)
202658_at	5.75e-02	1.86e-02	2.436066	-3.9532067	0.3954804	PEX11B	peroxisomal biogenesis factor 11 beta
222043_at	5.76e-02	1.87e-02	2.435665	-3.9540791	0.9213383	CLU	clusterin
201589_at	5.76e-02	1.87e-02	-2.435539	-3.9543549	-0.5931833	SMC1A	structural maintenance of chromosomes 1A
207374_at	5.76e-02	1.87e-02	-2.435431	-3.9545904	-0.7106866	PLSCR2	phospholipid scramblase 2
217509_x_at	5.77e-02	1.87e-02	2.434913	-3.9557182	0.6315844	GRIK5	glutamate ionotropic receptor kainate type subunit 5
211008_s_at	5.77e-02	1.87e-02	-2.43458	-3.9564443	-0.6862024	UBE2I	ubiquitin conjugating enzyme E2 I
203334_at	5.78e-02	1.87e-02	-2.43363	-3.9585134	-0.9227088	DHX8	DEAH-box helicase 8
201078_at	5.79e-02	1.88e-02	2.43338	-3.9590573	0.5366738	TM9SF2	transmembrane 9 superfamily member 2
219167_at	5.79e-02	1.88e-02	2.43333	-3.959166	0.6816354	RASL12	RAS like family 12
221507_at	5.79e-02	1.88e-02	-2.433222	-3.959403	-0.5591276	TNPO2	transportin 2
220410_s_at	5.79e-02	1.88e-02	2.433073	-3.9597265	0.9206962	CAMSAP1	calmodulin regulated spectrin associated protein 1
209933_s_at	5.79e-02	1.88e-02	-2.432903	-3.9600968	-0.4793881	CD300A	CD300a molecule
201087_at	5.79e-02	1.88e-02	-2.432865	-3.9601787	-0.5210411	PXN	paxillin
205781_at	5.79e-02	1.88e-02	2.432731	-3.9604721	0.493982	VPS9D1	VPS9 domain containing 1
214516_at	5.80e-02	1.88e-02	-2.432331	-3.9613429	-0.4876879	HIST2H4B///HIST4H4///HIST2H4A///HIST1H4L///HIST1H4E///HIST1H4B///HIST1H4H///HIST1H4C///HIST1H4J///HIST1H4K///HIST1H4F///HIST1H4D///HIST1H4A///HIST1H4I	histone cluster 2, H4b///histone cluster 4, H4///histone cluster 2, H4a///histone cluster 1, H4l///histone cluster 1, H4e///histone cluster 1, H4b///histone cluster 1, H4h///histone cluster 1, H4c///histone cluster 1, H4j///histone cluster 1, H4k///histone cluster 1, H4f///histone cluster 1, H4d///histone cluster 1, H4a///histone cluster 1, H4i
219805_at	5.80e-02	1.88e-02	-2.432185	-3.9616594	-0.4722288	CXorf56	chromosome X open reading frame 56
216725_at	5.81e-02	1.88e-02	2.431525	-3.9630968	0.7043169	DCLK2	doublecortin like kinase 2
209055_s_at	5.81e-02	1.89e-02	-2.431287	-3.9636158	-0.8004179	CDC5L	cell division cycle 5 like
203705_s_at	5.83e-02	1.89e-02	-2.429957	-3.9665084	-0.7037359	FZD7	frizzled class receptor 7
221904_at	5.83e-02	1.89e-02	-2.429503	-3.9674959	-0.4712028	FAM131A	family with sequence similarity 131 member A
217776_at	5.83e-02	1.89e-02	-2.429476	-3.9675555	-0.4899777	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
211252_x_at	5.83e-02	1.90e-02	2.429187	-3.9681836	0.4460014	PTCRA	pre T-cell antigen receptor alpha
213171_s_at	5.83e-02	1.90e-02	2.42917	-3.96822	0.769044	MMP24	matrix metallopeptidase 24
51226_at	5.84e-02	1.90e-02	2.428349	-3.9700055	0.845678	RBM12B	RNA binding motif protein 12B
220614_s_at	5.85e-02	1.90e-02	2.427889	-3.9710059	0.9131721	ADGB	androglobin
209694_at	5.85e-02	1.90e-02	2.427616	-3.9715989	0.3674149	PTS	6-pyruvoyltetrahydropterin synthase
215175_at	5.85e-02	1.90e-02	-2.427611	-3.9716098	-0.6180773	PCNX1	pecanex homolog 1 (Drosophila)
220285_at	5.86e-02	1.91e-02	2.4271	-3.9727208	0.5413686	ABHD17B	abhydrolase domain containing 17B
200640_at	5.86e-02	1.91e-02	2.427092	-3.9727379	0.4008297	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
201164_s_at	5.86e-02	1.91e-02	-2.426793	-3.9733881	-0.5257258	PUM1	pumilio RNA binding family member 1
210874_s_at	5.86e-02	1.91e-02	2.426724	-3.9735381	0.9009747	NAT6	N-acetyltransferase 6
207130_at	5.86e-02	1.91e-02	-2.42666	-3.9736775	-1.0115021	ZMYND8	zinc finger MYND-type containing 8
203125_x_at	5.87e-02	1.91e-02	2.426401	-3.9742399	0.7543388	SLC11A2	solute carrier family 11 member 2
221207_s_at	5.87e-02	1.91e-02	2.426285	-3.9744915	0.7780838	NBEA	neurobeachin
217908_s_at	5.87e-02	1.91e-02	-2.426213	-3.9746494	-0.4882266	DCAF6	DDB1 and CUL4 associated factor 6
202199_s_at	5.87e-02	1.91e-02	2.426183	-3.9747132	0.392709	SRPK1	SRSF protein kinase 1
208880_s_at	5.87e-02	1.91e-02	-2.425868	-3.9753973	-0.6105251	PRPF6	pre-mRNA processing factor 6
201219_at	5.87e-02	1.91e-02	2.425775	-3.9755998	0.4198247	CTBP2	C-terminal binding protein 2
218733_at	5.88e-02	1.92e-02	-2.424901	-3.9774985	-0.8559332	MSL2	male-specific lethal 2 homolog (Drosophila)
208933_s_at	5.88e-02	1.92e-02	-2.424701	-3.9779324	-0.6207267	LGALS8	galectin 8
201950_x_at	5.89e-02	1.92e-02	2.424438	-3.9785036	0.3267155	CAPZB	capping actin protein of muscle Z-line beta subunit
213105_s_at	5.90e-02	1.92e-02	-2.423307	-3.9809603	-0.6618788	TSR3	TSR3, acp transferase ribosome maturation factor
211042_x_at	5.90e-02	1.92e-02	-2.423178	-3.9812391	-0.4295013	MIR6756///MCAM	microRNA 6756///melanoma cell adhesion molecule
207707_s_at	5.91e-02	1.93e-02	2.422514	-3.9826815	0.5555748	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
213192_at	5.92e-02	1.93e-02	-2.422198	-3.9833666	-1.0303111	THAP3	THAP domain containing 3
220372_at	5.92e-02	1.93e-02	2.422177	-3.9834135	0.925302	DNAJC28	DnaJ heat shock protein family (Hsp40) member C28
211431_s_at	5.93e-02	1.93e-02	2.421076	-3.9858016	0.5793932	TYRO3	TYRO3 protein tyrosine kinase
215732_s_at	5.94e-02	1.94e-02	2.420645	-3.986736	0.9940692	LOC102725292///DTX2	probable E3 ubiquitin-protein ligase DTX2-like///deltex E3 ubiquitin ligase 2
204308_s_at	5.94e-02	1.94e-02	-2.420568	-3.9869029	-0.3884847	TECPR2	tectonin beta-propeller repeat containing 2
220894_x_at	5.94e-02	1.94e-02	2.420314	-3.9874544	0.7589249	PRDM12	PR/SET domain 12
216716_at	5.94e-02	1.94e-02	2.420256	-3.9875805	0.859255	ABO	ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)
202173_s_at	5.94e-02	1.94e-02	-2.420178	-3.9877498	-0.5329134	VEZF1	vascular endothelial zinc finger 1
203925_at	5.94e-02	1.94e-02	-2.420076	-3.9879701	-0.7200902	GCLM	glutamate-cysteine ligase modifier subunit
204329_s_at	5.94e-02	1.94e-02	-2.41989	-3.9883727	-0.986673	ZNF202	zinc finger protein 202
213427_at	5.94e-02	1.94e-02	-2.419883	-3.9883879	-0.5831463	RPP40	ribonuclease P/MRP subunit p40
205084_at	5.94e-02	1.94e-02	2.419605	-3.9889914	0.6284134	BCAP29	B-cell receptor-associated protein 29
217810_x_at	5.95e-02	1.94e-02	2.419177	-3.9899192	0.3446068	LARS	leucyl-tRNA synthetase
219617_at	5.95e-02	1.94e-02	2.418925	-3.9904666	0.5319854	CAMKMT	calmodulin-lysine N-methyltransferase
215431_at	5.96e-02	1.95e-02	2.418174	-3.992093	0.5537459	SNTB1	syntrophin beta 1
205683_x_at	5.96e-02	1.95e-02	2.418124	-3.9922011	0.9796593	TPSAB1	tryptase alpha/beta 1
203595_s_at	5.96e-02	1.95e-02	-2.417993	-3.9924869	-0.4468731	IFIT5	interferon induced protein with tetratricopeptide repeats 5
212148_at	5.97e-02	1.95e-02	2.417698	-3.9931246	0.7548166	PBX1	PBX homeobox 1
213492_at	5.97e-02	1.95e-02	-2.417649	-3.9932322	-0.545176	COL2A1	collagen type II alpha 1 chain
206447_at	5.97e-02	1.95e-02	2.417554	-3.9934374	0.6324627	CELA2A///CELA2B	chymotrypsin like elastase family member 2A///chymotrypsin like elastase family member 2B
200073_s_at	5.99e-02	1.96e-02	-2.416277	-3.9962048	-0.3883456	HNRNPD	heterogeneous nuclear ribonucleoprotein D
210080_x_at	5.99e-02	1.96e-02	-2.415832	-3.9971669	-0.9705541	CELA3A	chymotrypsin like elastase family member 3A
207739_s_at	5.99e-02	1.96e-02	-2.415684	-3.9974884	-2.0145121	GAGE12D///GAGE8///GAGE12F///GAGE2A///GAGE12H///GAGE12E///GAGE12B///GAGE12C///GAGE2D///GAGE12J///GAGE12G///GAGE13///GAGE2B///GAGE2E///GAGE12I///GAGE7///GAGE6///GAGE5///GAGE4///GAGE3///GAGE2C///GAGE1	G antigen 12D///G antigen 8///G antigen 12F///G antigen 2A///G antigen 12H///G antigen 12E///G antigen 12B///G antigen 12C///G antigen 2D///G antigen 12J///G antigen 12G///G antigen 13///G antigen 2B///G antigen 2E///G antigen 12I///G antigen 7///G antigen 6///G antigen 5///G antigen 4///G antigen 3///G antigen 2C///G antigen 1
200873_s_at	5.99e-02	1.96e-02	-2.415567	-3.9977423	-0.5028009	CCT8	chaperonin containing TCP1 subunit 8
208157_at	5.99e-02	1.96e-02	2.415408	-3.9980858	1.0840799	SIM2	single-minded family bHLH transcription factor 2
204446_s_at	5.99e-02	1.96e-02	2.415401	-3.9981006	0.692032	ALOX5	arachidonate 5-lipoxygenase
65521_at	6.00e-02	1.96e-02	2.41504	-3.9988836	0.2915096	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
208166_at	6.00e-02	1.96e-02	2.415035	-3.9988938	0.8938799	MMP16	matrix metallopeptidase 16
206431_x_at	6.00e-02	1.96e-02	2.414888	-3.9992115	0.39037	TBC1D9B	TBC1 domain family member 9B
213077_at	6.00e-02	1.96e-02	2.41478	-3.9994451	0.4136398	YTHDC2	YTH domain containing 2
205740_s_at	6.00e-02	1.96e-02	-2.41457	-3.9998997	-0.5575783	RBM42	RNA binding motif protein 42
206376_at	6.00e-02	1.96e-02	-2.414443	-4.0001758	-1.8273305	SLC6A15	solute carrier family 6 member 15
202115_s_at	6.01e-02	1.97e-02	-2.414184	-4.0007365	-0.4780039	NOC2L	NOC2 like nucleolar associated transcriptional repressor
214566_at	6.01e-02	1.97e-02	2.413862	-4.0014325	0.915726	SMR3A	submaxillary gland androgen regulated protein 3A
212656_at	6.01e-02	1.97e-02	-2.41361	-4.0019774	-0.3781835	TSFM	Ts translation elongation factor, mitochondrial
212516_at	6.02e-02	1.97e-02	-2.413172	-4.0029249	-0.5276289	ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
205969_at	6.02e-02	1.97e-02	2.413029	-4.0032357	1.0384659	AADAC	arylacetamide deacetylase
202040_s_at	6.02e-02	1.97e-02	-2.413022	-4.0032493	-0.4339582	KDM5A	lysine demethylase 5A
201152_s_at	6.03e-02	1.98e-02	-2.412309	-4.0047927	-0.7681019	MBNL1	muscleblind like splicing regulator 1
218173_s_at	6.03e-02	1.98e-02	-2.412036	-4.0053822	-0.5538157	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
214748_at	6.03e-02	1.98e-02	2.411936	-4.0056003	0.4343126	N4BP2L2	NEDD4 binding protein 2 like 2
209553_at	6.03e-02	1.98e-02	-2.411776	-4.0059449	-0.3359696	VPS8	VPS8, CORVET complex subunit
209275_s_at	6.05e-02	1.98e-02	-2.410318	-4.0090982	-0.5523867	CLN3	CLN3, battenin
222356_at	6.06e-02	1.99e-02	2.409946	-4.0099025	1.1163792		
206556_at	6.06e-02	1.99e-02	2.409889	-4.0100261	0.6521269	CLUL1	clusterin like 1
212468_at	6.06e-02	1.99e-02	-2.409877	-4.0100517	-0.3871388	SPAG9	sperm associated antigen 9
215554_at	6.06e-02	1.99e-02	-2.409654	-4.0105332	-1.3379132	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
209624_s_at	6.07e-02	1.99e-02	-2.409308	-4.0112817	-0.5150877	MCCC2	methylcrotonoyl-CoA carboxylase 2
221976_s_at	6.07e-02	1.99e-02	-2.408937	-4.0120836	-0.7632517	HDGFRP3	hepatoma-derived growth factor, related protein 3
208971_at	6.07e-02	1.99e-02	-2.408849	-4.0122728	-0.3103163	UROD	uroporphyrinogen decarboxylase
207339_s_at	6.07e-02	1.99e-02	-2.408702	-4.0125909	-0.6722227	LTB	lymphotoxin beta
216331_at	6.08e-02	1.99e-02	2.408209	-4.0136567	1.0686578	ITGA7	integrin subunit alpha 7
215313_x_at	6.08e-02	1.99e-02	-2.408202	-4.0136712	-0.3469908	HLA-A	major histocompatibility complex, class I, A
201467_s_at	6.08e-02	2.00e-02	2.408044	-4.0140116	1.4723003	NQO1	NAD(P)H quinone dehydrogenase 1
208221_s_at	6.08e-02	2.00e-02	2.407962	-4.0141903	0.7418758	SLIT1	slit guidance ligand 1
204615_x_at	6.08e-02	2.00e-02	2.40769	-4.0147773	0.5484157	IDI1	isopentenyl-diphosphate delta isomerase 1
215599_at	6.09e-02	2.00e-02	-2.40724	-4.0157477	-0.8290616	GUSBP9///GUSBP3	glucuronidase, beta pseudogene 9///glucuronidase, beta pseudogene 3
209611_s_at	6.09e-02	2.00e-02	-2.407157	-4.0159271	-0.7143695	SLC1A4	solute carrier family 1 member 4
205985_x_at	6.11e-02	2.01e-02	2.40569	-4.019095	0.5751295	CLCNKB	chloride voltage-gated channel Kb
200014_s_at	6.11e-02	2.01e-02	-2.405381	-4.0197617	-0.3284731	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
204791_at	6.11e-02	2.01e-02	-2.405303	-4.0199309	-0.6868908	NR2C1	nuclear receptor subfamily 2 group C member 1
219565_at	6.12e-02	2.01e-02	-2.40519	-4.0201745	-0.7407464	CYP20A1	cytochrome P450 family 20 subfamily A member 1
212004_at	6.12e-02	2.01e-02	2.405113	-4.0203401	0.3701252	SZRD1	SUZ RNA binding domain containing 1
211381_x_at	6.12e-02	2.01e-02	2.404915	-4.0207682	0.9624753	SPAG11A///SPAG11B	sperm associated antigen 11A///sperm associated antigen 11B
211032_at	6.12e-02	2.01e-02	2.404492	-4.0216808	1.012954	COBLL1	cordon-bleu WH2 repeat protein like 1
203985_at	6.13e-02	2.01e-02	2.404125	-4.0224729	0.5003263	ZNF212	zinc finger protein 212
212147_at	6.13e-02	2.02e-02	-2.403884	-4.0229932	-0.5805449	SMG5	SMG5, nonsense mediated mRNA decay factor
220904_at	6.13e-02	2.02e-02	2.403644	-4.0235109	0.9097598	LINC00574	long intergenic non-protein coding RNA 574
213144_at	6.14e-02	2.02e-02	-2.402895	-4.0251263	-0.7621973	GOSR2	golgi SNAP receptor complex member 2
211563_s_at	6.15e-02	2.02e-02	-2.402515	-4.0259452	-0.9674114	URI1	URI1, prefoldin like chaperone
210871_x_at	6.15e-02	2.02e-02	-2.402248	-4.0265197	-0.568553	SSX2IP	SSX family member 2 interacting protein
210383_at	6.15e-02	2.02e-02	-2.402218	-4.0265846	-1.088914	SCN1A	sodium voltage-gated channel alpha subunit 1
209384_at	6.16e-02	2.03e-02	-2.401243	-4.0286867	-0.5102283	PROSC	proline synthetase cotranscribed homolog (bacterial)
209495_at	6.16e-02	2.03e-02	-2.401189	-4.0288046	-0.6129081	CEP250	centrosomal protein 250
219657_s_at	6.16e-02	2.03e-02	2.40111	-4.0289729	0.5152386	KLF3	Kruppel like factor 3
207920_x_at	6.16e-02	2.03e-02	-2.401077	-4.0290461	-0.5188164	ZFX	zinc finger protein, X-linked
215821_x_at	6.16e-02	2.03e-02	2.401074	-4.0290519	0.6520982	PSG11///PSG3	pregnancy specific beta-1-glycoprotein 11///pregnancy specific beta-1-glycoprotein 3
212950_at	6.16e-02	2.03e-02	2.401052	-4.0290998	0.5323594	ADGRF5	adhesion G protein-coupled receptor F5
221318_at	6.17e-02	2.03e-02	2.400759	-4.0297308	0.6145712	NEUROD4	neuronal differentiation 4
216519_s_at	6.17e-02	2.03e-02	-2.400758	-4.0297327	-0.6361258	PROSC	proline synthetase cotranscribed homolog (bacterial)
207677_s_at	6.17e-02	2.03e-02	-2.400688	-4.0298832	-1.0444684	NCF4	neutrophil cytosolic factor 4
200020_at	6.17e-02	2.03e-02	-2.400482	-4.0303274	-0.3165926	TARDBP	TAR DNA binding protein
214178_s_at	6.17e-02	2.03e-02	2.40043	-4.03044	0.4808147	SOX2	SRY-box 2
219156_at	6.17e-02	2.03e-02	-2.400271	-4.030781	-0.5199	SYNJ2BP-COX16///SYNJ2BP	SYNJ2BP-COX16 readthrough///synaptojanin 2 binding protein
213346_at	6.17e-02	2.03e-02	-2.400084	-4.031185	-0.3363113	TEX30	testis expressed 30
213137_s_at	6.17e-02	2.03e-02	-2.400043	-4.0312732	-0.7558234	PTPN2	protein tyrosine phosphatase, non-receptor type 2
219992_at	6.18e-02	2.04e-02	2.399706	-4.0320003	0.4442656	TAC3	tachykinin 3
216347_s_at	6.18e-02	2.04e-02	2.399563	-4.0323066	0.5366208	PPP1R13B	protein phosphatase 1 regulatory subunit 13B
208957_at	6.18e-02	2.04e-02	2.399507	-4.032429	0.3985951	ERP44	endoplasmic reticulum protein 44
208599_at	6.19e-02	2.04e-02	2.398689	-4.0341896	0.8642873	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
204027_s_at	6.19e-02	2.04e-02	-2.398513	-4.0345686	-0.3786202	METTL1	methyltransferase like 1
222366_at	6.19e-02	2.04e-02	-2.398431	-4.0347445	-0.8476361		
203208_s_at	6.19e-02	2.04e-02	-2.398132	-4.0353899	-0.6390684	MTFR1	mitochondrial fission regulator 1
221789_x_at	6.20e-02	2.04e-02	-2.398048	-4.03557	-0.7468084	RHOT2	ras homolog family member T2
220752_at	6.20e-02	2.05e-02	2.397984	-4.0357081	0.8421767	LOC51145	uncharacterized LOC51145
209916_at	6.20e-02	2.05e-02	-2.397792	-4.036122	-0.6831223	DHTKD1	dehydrogenase E1 and transketolase domain containing 1
207562_at	6.20e-02	2.05e-02	2.397733	-4.0362489	0.8741724	DGKQ	diacylglycerol kinase theta
210378_s_at	6.20e-02	2.05e-02	2.397498	-4.0367554	0.3563841	SSNA1	SS nuclear autoantigen 1
206165_s_at	6.20e-02	2.05e-02	2.39732	-4.0371366	0.9774659	CLCA2	chloride channel accessory 2
210372_s_at	6.21e-02	2.05e-02	2.396971	-4.037889	0.6318058	TPD52L1	tumor protein D52-like 1
213440_at	6.21e-02	2.05e-02	2.396863	-4.0381205	0.4014318	RAB1A	RAB1A, member RAS oncogene family
220646_s_at	6.21e-02	2.05e-02	2.396657	-4.038565	1.1133165	KLRF1	killer cell lectin like receptor F1
209964_s_at	6.21e-02	2.05e-02	2.396656	-4.0385672	0.5354151	ATXN7	ataxin 7
211783_s_at	6.22e-02	2.06e-02	-2.395966	-4.0400511	-0.6119245	MTA1	metastasis associated 1
209763_at	6.22e-02	2.06e-02	2.395636	-4.0407614	1.0470604	CHRDL1	chordin like 1
200659_s_at	6.22e-02	2.06e-02	-2.395491	-4.0410736	-0.5667031	PHB	prohibitin
204051_s_at	6.22e-02	2.06e-02	-2.39544	-4.0411838	-0.528126	SFRP4	secreted frizzled related protein 4
212645_x_at	6.22e-02	2.06e-02	-2.395434	-4.0411954	-0.4448467	BRE	brain and reproductive organ-expressed (TNFRSF1A modulator)
210557_x_at	6.23e-02	2.06e-02	2.395221	-4.0416537	0.8246751	CSF1	colony stimulating factor 1
201492_s_at	6.23e-02	2.06e-02	2.394993	-4.0421453	0.3827617	RPL41	ribosomal protein L41
217775_s_at	6.23e-02	2.06e-02	-2.394885	-4.0423771	-0.5661259	RDH11	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
200805_at	6.24e-02	2.06e-02	2.39434	-4.043549	0.5126342	LMAN2	lectin, mannose binding 2
215926_x_at	6.24e-02	2.06e-02	-2.394262	-4.0437172	-0.7186257	SNAPC4	small nuclear RNA activating complex polypeptide 4
204799_at	6.24e-02	2.07e-02	-2.393931	-4.0444297	-0.4285979	ZBED4	zinc finger BED-type containing 4
204246_s_at	6.25e-02	2.07e-02	2.393453	-4.0454557	0.6350393	DCTN3	dynactin subunit 3
202605_at	6.25e-02	2.07e-02	-2.393431	-4.0455032	-0.5971782	GUSB	glucuronidase beta
203743_s_at	6.25e-02	2.07e-02	-2.393204	-4.0459925	-0.4857887	TDG	thymine DNA glycosylase
206412_at	6.25e-02	2.07e-02	2.392886	-4.0466756	0.5094797	FER	FER tyrosine kinase
